=====[Train] Iter: 499 | Loss: 0.4158 | Accuracy: 0.818522 =====
=====[Train] Iter: 3999 | Loss: 0.4526 | Accuracy: 0.785156 =====
[Eval] Iter: 500 | Acc: 0.6681 | 2025-02-14 18:32:51.056424
[Eval] Iter: 1000 | Acc: 0.4412 | 2025-02-14 18:34:18.259006
[Eval] Iter: 1500 | Acc: 0.8228 | 2025-02-14 18:35:45.200190
[Eval] Iter: 2000 | Acc: 0.6672 | 2025-02-14 18:37:11.628025
[Eval] Iter: 2500 | Acc: 0.7469 | 2025-02-14 18:38:38.472970
[Eval] Iter: 3000 | Acc: 0.7329 | 2025-02-14 18:40:04.604785
[Eval] Iter: 3500 | Acc: 0.5780 | 2025-02-14 18:41:31.124776
[Eval] Iter: 4000 | Acc: 0.6234 | 2025-02-14 18:42:57.275431
[Eval] Iter: 4500 | Acc: 0.6790 | 2025-02-14 18:44:24.012339
[Eval] Iter: 5000 | Acc: 0.7620 | 2025-02-14 18:45:50.390466
[Eval] Iter: 5500 | Acc: 0.7432 | 2025-02-14 18:47:07.062326
[Eval] Iter: 6000 | Acc: 0.6732 | 2025-02-14 18:48:15.037110
[Eval] Iter: 6500 | Acc: 0.7961 | 2025-02-14 18:49:50.788521
[Eval] Iter: 7000 | Acc: 0.7861 | 2025-02-14 18:51:26.522466
[Eval] Iter: 7500 | Acc: 0.6418 | 2025-02-14 18:53:02.246302
[Eval] Iter: 8000 | Acc: 0.7640 | 2025-02-14 18:54:29.726574
[Eval] Iter: 8500 | Acc: 0.8346 | 2025-02-14 18:55:47.843673
[Eval] Iter: 9000 | Acc: 0.5780 | 2025-02-14 18:57:05.912003
[Eval] Iter: 9500 | Acc: 0.6094 | 2025-02-14 18:58:24.030068
[Eval] Iter: 10000 | Acc: 0.7384 | 2025-02-14 18:59:42.169425
[Eval] Iter: 10500 | Acc: 0.6991 | 2025-02-14 19:01:00.241580
[Eval] Iter: 11000 | Acc: 0.9066 | 2025-02-14 19:02:18.326619
[Eval] Iter: 11500 | Acc: 0.7528 | 2025-02-14 19:03:36.425711
[Eval] Iter: 12000 | Acc: 0.8566 | 2025-02-14 19:04:54.554216
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.551469 =====

*******************Model Saved*******************
=====Mean Valid IoU Is: 0.551469 =====
=====Best Valid IoU Is: 0.551469 =====
=====[Train] Iter: 4499 | Loss: 0.3022 | Accuracy: 0.891602 =====
=====[Train] Iter: 4999 | Loss: 0.4059 | Accuracy: 0.863281 =====
=====[Train] Iter: 5499 | Loss: 0.2761 | Accuracy: 0.925781 =====
=====[Train] Iter: 5999 | Loss: 1.0220 | Accuracy: 0.540039 =====
[Eval] Iter: 500 | Acc: 0.7454 | 2025-02-14 19:16:30.668784
[Eval] Iter: 1000 | Acc: 0.7603 | 2025-02-14 19:17:48.823394
[Eval] Iter: 1500 | Acc: 0.7839 | 2025-02-14 19:19:07.015742
[Eval] Iter: 2000 | Acc: 0.6714 | 2025-02-14 19:19:55.548186
[Eval] Iter: 2500 | Acc: 0.7939 | 2025-02-14 19:21:27.194841
[Eval] Iter: 3000 | Acc: 0.7889 | 2025-02-14 19:23:03.713762
[Eval] Iter: 3500 | Acc: 0.5490 | 2025-02-14 19:24:39.963512
[Eval] Iter: 4000 | Acc: 0.6343 | 2025-02-14 19:26:16.362222
[Eval] Iter: 4500 | Acc: 0.8151 | 2025-02-14 19:27:35.319658
[Eval] Iter: 5000 | Acc: 0.7091 | 2025-02-14 19:28:54.242208
[Eval] Iter: 5500 | Acc: 0.7682 | 2025-02-14 19:30:14.491158
[Eval] Iter: 6000 | Acc: 0.7749 | 2025-02-14 19:31:35.675592
[Eval] Iter: 6500 | Acc: 0.8062 | 2025-02-14 19:32:56.162772
[Eval] Iter: 7000 | Acc: 0.7858 | 2025-02-14 19:34:14.816210
[Eval] Iter: 7500 | Acc: 0.5462 | 2025-02-14 19:35:33.236693
[Eval] Iter: 8000 | Acc: 0.4608 | 2025-02-14 19:36:51.612722
[Eval] Iter: 8500 | Acc: 0.8467 | 2025-02-14 19:38:10.052057
[Eval] Iter: 9000 | Acc: 0.6873 | 2025-02-14 19:39:28.448830
[Eval] Iter: 9500 | Acc: 0.7259 | 2025-02-14 19:40:46.900294
[Eval] Iter: 10000 | Acc: 0.6836 | 2025-02-14 19:42:05.306693
[Eval] Iter: 10500 | Acc: 0.6393 | 2025-02-14 19:43:23.772672
[Eval] Iter: 11000 | Acc: 0.8898 | 2025-02-14 19:44:42.201490
[Eval] Iter: 11500 | Acc: 0.8120 | 2025-02-14 19:46:00.614812
[Eval] Iter: 12000 | Acc: 0.7837 | 2025-02-14 19:47:19.027853
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.592626 =====

*******************Model Saved*******************
=====Mean Valid IoU Is: 0.592626 =====
=====Best Valid IoU Is: 0.592626 =====
=====[Train] Iter: 6499 | Loss: 0.6042 | Accuracy: 0.727051 =====
=====[Train] Iter: 6999 | Loss: 0.3856 | Accuracy: 0.811361 =====
=====[Train] Iter: 7499 | Loss: 0.2806 | Accuracy: 0.902181 =====
=====[Train] Iter: 7999 | Loss: 0.5597 | Accuracy: 0.833822 =====
[Eval] Iter: 500 | Acc: 0.8164 | 2025-02-14 19:57:55.430488
[Eval] Iter: 1000 | Acc: 0.7879 | 2025-02-14 19:59:04.330256
[Eval] Iter: 1500 | Acc: 0.8545 | 2025-02-14 20:00:11.138489
[Eval] Iter: 2000 | Acc: 0.7760 | 2025-02-14 20:01:20.204664
[Eval] Iter: 2500 | Acc: 0.8115 | 2025-02-14 20:02:26.942568
[Eval] Iter: 3000 | Acc: 0.7323 | 2025-02-14 20:03:35.673138
[Eval] Iter: 3500 | Acc: 0.7998 | 2025-02-14 20:04:43.020633
[Eval] Iter: 4000 | Acc: 0.6825 | 2025-02-14 20:05:51.918474
[Eval] Iter: 4500 | Acc: 0.8281 | 2025-02-14 20:07:00.888917
[Eval] Iter: 5000 | Acc: 0.7155 | 2025-02-14 20:08:09.159802
[Eval] Iter: 5500 | Acc: 0.8442 | 2025-02-14 20:09:18.161097
[Eval] Iter: 6000 | Acc: 0.8127 | 2025-02-14 20:10:26.441969
[Eval] Iter: 6500 | Acc: 0.8175 | 2025-02-14 20:11:35.508973
[Eval] Iter: 7000 | Acc: 0.7806 | 2025-02-14 20:12:44.359471
[Eval] Iter: 7500 | Acc: 0.6442 | 2025-02-14 20:13:52.736259
[Eval] Iter: 8000 | Acc: 0.4881 | 2025-02-14 20:15:02.226106
[Eval] Iter: 8500 | Acc: 0.8823 | 2025-02-14 20:16:09.018297
[Eval] Iter: 9000 | Acc: 0.7756 | 2025-02-14 20:17:16.199393
[Eval] Iter: 9500 | Acc: 0.6997 | 2025-02-14 20:18:23.821811
[Eval] Iter: 10000 | Acc: 0.7256 | 2025-02-14 20:19:32.806516
[Eval] Iter: 10500 | Acc: 0.7588 | 2025-02-14 20:20:40.969042
[Eval] Iter: 11000 | Acc: 0.9448 | 2025-02-14 20:21:47.883496
[Eval] Iter: 11500 | Acc: 0.7951 | 2025-02-14 20:22:28.747406
[Eval] Iter: 12000 | Acc: 0.8986 | 2025-02-14 20:23:09.563432
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.645620 =====

*******************Model Saved*******************
=====Mean Valid IoU Is: 0.645620 =====
=====Best Valid IoU Is: 0.645620 =====
=====[Train] Iter: 8499 | Loss: 0.1732 | Accuracy: 0.953125 =====
=====[Train] Iter: 8999 | Loss: 0.6863 | Accuracy: 0.720215 =====
=====[Train] Iter: 9499 | Loss: 0.2863 | Accuracy: 0.864095 =====
=====[Train] Iter: 9999 | Loss: 0.2131 | Accuracy: 0.925130 =====
[Eval] Iter: 500 | Acc: 0.7646 | 2025-02-14 20:30:26.963529
[Eval] Iter: 1000 | Acc: 0.7635 | 2025-02-14 20:31:07.737462
[Eval] Iter: 1500 | Acc: 0.8408 | 2025-02-14 20:31:48.505397
[Eval] Iter: 2000 | Acc: 0.7707 | 2025-02-14 20:32:29.282330
[Eval] Iter: 2500 | Acc: 0.8433 | 2025-02-14 20:33:10.069657
[Eval] Iter: 3000 | Acc: 0.7912 | 2025-02-14 20:33:50.853312
[Eval] Iter: 3500 | Acc: 0.7300 | 2025-02-14 20:34:31.650590
[Eval] Iter: 4000 | Acc: 0.8228 | 2025-02-14 20:35:12.436985
[Eval] Iter: 4500 | Acc: 0.9132 | 2025-02-14 20:35:53.217013
[Eval] Iter: 5000 | Acc: 0.8337 | 2025-02-14 20:36:34.000191
[Eval] Iter: 5500 | Acc: 0.8719 | 2025-02-14 20:37:14.781767
[Eval] Iter: 6000 | Acc: 0.8579 | 2025-02-14 20:37:55.554070
[Eval] Iter: 6500 | Acc: 0.8460 | 2025-02-14 20:38:36.333646
[Eval] Iter: 7000 | Acc: 0.8109 | 2025-02-14 20:39:19.088970
[Eval] Iter: 7500 | Acc: 0.6636 | 2025-02-14 20:40:20.210984
[Eval] Iter: 8000 | Acc: 0.4233 | 2025-02-14 20:41:27.916936
[Eval] Iter: 8500 | Acc: 0.8802 | 2025-02-14 20:42:36.748345
[Eval] Iter: 9000 | Acc: 0.7666 | 2025-02-14 20:43:45.834199
[Eval] Iter: 9500 | Acc: 0.7469 | 2025-02-14 20:44:54.379733
[Eval] Iter: 10000 | Acc: 0.6701 | 2025-02-14 20:46:04.112916
[Eval] Iter: 10500 | Acc: 0.7964 | 2025-02-14 20:47:12.229921
[Eval] Iter: 11000 | Acc: 0.9380 | 2025-02-14 20:48:21.336436
[Eval] Iter: 11500 | Acc: 0.8462 | 2025-02-14 20:49:29.432886
[Eval] Iter: 12000 | Acc: 0.8940 | 2025-02-14 20:50:38.038833
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.653007 =====

*******************Model Saved*******************
=====Mean Valid IoU Is: 0.653007 =====
=====Best Valid IoU Is: 0.653007 =====
=====[Train] Iter: 10499 | Loss: 0.4228 | Accuracy: 0.844564 =====
=====[Train] Iter: 10999 | Loss: 0.6031 | Accuracy: 0.756348 =====
=====[Train] Iter: 11499 | Loss: 0.5761 | Accuracy: 0.824870 =====
=====[Train] Iter: 11999 | Loss: 0.2453 | Accuracy: 0.902995 =====
[Eval] Iter: 500 | Acc: 0.8833 | 2025-02-14 21:01:15.928232
[Eval] Iter: 1000 | Acc: 0.8190 | 2025-02-14 21:02:25.027630
[Eval] Iter: 1500 | Acc: 0.8577 | 2025-02-14 21:03:33.552039
[Eval] Iter: 2000 | Acc: 0.7697 | 2025-02-14 21:04:41.754965
[Eval] Iter: 2500 | Acc: 0.8472 | 2025-02-14 21:05:50.234375
[Eval] Iter: 3000 | Acc: 0.7349 | 2025-02-14 21:06:58.144153
[Eval] Iter: 3500 | Acc: 0.7884 | 2025-02-14 21:08:06.181120
[Eval] Iter: 4000 | Acc: 0.8630 | 2025-02-14 21:09:13.418052
[Eval] Iter: 4500 | Acc: 0.8931 | 2025-02-14 21:10:05.206125
[Eval] Iter: 5000 | Acc: 0.8481 | 2025-02-14 21:10:46.025397
[Eval] Iter: 5500 | Acc: 0.8467 | 2025-02-14 21:11:26.794297
[Eval] Iter: 6000 | Acc: 0.8459 | 2025-02-14 21:12:07.558321
[Eval] Iter: 6500 | Acc: 0.8223 | 2025-02-14 21:12:48.328141
[Eval] Iter: 7000 | Acc: 0.7643 | 2025-02-14 21:13:29.103682
[Eval] Iter: 7500 | Acc: 0.6489 | 2025-02-14 21:14:09.877065
[Eval] Iter: 8000 | Acc: 0.4777 | 2025-02-14 21:14:50.643234
[Eval] Iter: 8500 | Acc: 0.8979 | 2025-02-14 21:15:31.434651
[Eval] Iter: 9000 | Acc: 0.8094 | 2025-02-14 21:16:12.206498
[Eval] Iter: 9500 | Acc: 0.7733 | 2025-02-14 21:16:52.981093
[Eval] Iter: 10000 | Acc: 0.6748 | 2025-02-14 21:17:33.755559
[Eval] Iter: 10500 | Acc: 0.7633 | 2025-02-14 21:18:14.529534
[Eval] Iter: 11000 | Acc: 0.8729 | 2025-02-14 21:18:55.304753
[Eval] Iter: 11500 | Acc: 0.8182 | 2025-02-14 21:19:36.080483
[Eval] Iter: 12000 | Acc: 0.8962 | 2025-02-14 21:20:16.856926
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.657526 =====

*******************Model Saved*******************
=====Mean Valid IoU Is: 0.657526 =====
=====Best Valid IoU Is: 0.657526 =====
=====[Train] Iter: 12499 | Loss: 0.1888 | Accuracy: 0.937988 =====
=====[Train] Iter: 12999 | Loss: 0.2680 | Accuracy: 0.924154 =====
=====[Train] Iter: 13499 | Loss: 0.3170 | Accuracy: 0.861165 =====
=====[Train] Iter: 13999 | Loss: 0.3118 | Accuracy: 0.870443 =====
[Eval] Iter: 500 | Acc: 0.8918 | 2025-02-14 21:27:36.350889
[Eval] Iter: 1000 | Acc: 0.8410 | 2025-02-14 21:28:17.129328
[Eval] Iter: 1500 | Acc: 0.8877 | 2025-02-14 21:28:57.897717
[Eval] Iter: 2000 | Acc: 0.7432 | 2025-02-14 21:29:38.666799
[Eval] Iter: 2500 | Acc: 0.8402 | 2025-02-14 21:30:19.443481
[Eval] Iter: 3000 | Acc: 0.8924 | 2025-02-14 21:31:00.222962
[Eval] Iter: 3500 | Acc: 0.7013 | 2025-02-14 21:31:41.006705
[Eval] Iter: 4000 | Acc: 0.8914 | 2025-02-14 21:32:21.788474
[Eval] Iter: 4500 | Acc: 0.8584 | 2025-02-14 21:33:02.583518
[Eval] Iter: 5000 | Acc: 0.8376 | 2025-02-14 21:33:43.371317
[Eval] Iter: 5500 | Acc: 0.8314 | 2025-02-14 21:34:24.168067
[Eval] Iter: 6000 | Acc: 0.8496 | 2025-02-14 21:35:04.959105
[Eval] Iter: 6500 | Acc: 0.8573 | 2025-02-14 21:35:45.744814
[Eval] Iter: 7000 | Acc: 0.8039 | 2025-02-14 21:36:26.535392
[Eval] Iter: 7500 | Acc: 0.6470 | 2025-02-14 21:37:07.321638
[Eval] Iter: 8000 | Acc: 0.5376 | 2025-02-14 21:37:48.107147
[Eval] Iter: 8500 | Acc: 0.8854 | 2025-02-14 21:38:28.900356
[Eval] Iter: 9000 | Acc: 0.7422 | 2025-02-14 21:39:09.690916
[Eval] Iter: 9500 | Acc: 0.7673 | 2025-02-14 21:39:50.485755
[Eval] Iter: 10000 | Acc: 0.7005 | 2025-02-14 21:40:31.276911
[Eval] Iter: 10500 | Acc: 0.8525 | 2025-02-14 21:41:12.068525
[Eval] Iter: 11000 | Acc: 0.9520 | 2025-02-14 21:41:52.848845
[Eval] Iter: 11500 | Acc: 0.7959 | 2025-02-14 21:42:33.648833
[Eval] Iter: 12000 | Acc: 0.8903 | 2025-02-14 21:43:14.446954
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.661278 =====

*******************Model Saved*******************
=====Mean Valid IoU Is: 0.661278 =====
=====Best Valid IoU Is: 0.661278 =====
=====[Train] Iter: 14499 | Loss: 0.3203 | Accuracy: 0.882975 =====
=====[Train] Iter: 14999 | Loss: 0.1958 | Accuracy: 0.927409 =====
=====[Train] Iter: 15499 | Loss: 0.2226 | Accuracy: 0.900065 =====
=====[Train] Iter: 15999 | Loss: 0.1517 | Accuracy: 0.966309 =====
[Eval] Iter: 500 | Acc: 0.8716 | 2025-02-14 21:50:33.805504
[Eval] Iter: 1000 | Acc: 0.8472 | 2025-02-14 21:51:14.583568
[Eval] Iter: 1500 | Acc: 0.8916 | 2025-02-14 21:51:55.353694
[Eval] Iter: 2000 | Acc: 0.7936 | 2025-02-14 21:52:36.133499
[Eval] Iter: 2500 | Acc: 0.8035 | 2025-02-14 21:53:16.918965
[Eval] Iter: 3000 | Acc: 0.7756 | 2025-02-14 21:53:57.687336
[Eval] Iter: 3500 | Acc: 0.7677 | 2025-02-14 21:54:38.458767
[Eval] Iter: 4000 | Acc: 0.9010 | 2025-02-14 21:55:19.225408
[Eval] Iter: 4500 | Acc: 0.8748 | 2025-02-14 21:55:59.999639
[Eval] Iter: 5000 | Acc: 0.9281 | 2025-02-14 21:56:40.778627
[Eval] Iter: 5500 | Acc: 0.8512 | 2025-02-14 21:57:21.569210
[Eval] Iter: 6000 | Acc: 0.8486 | 2025-02-14 21:58:02.354586
[Eval] Iter: 6500 | Acc: 0.8223 | 2025-02-14 21:58:43.138919
[Eval] Iter: 7000 | Acc: 0.7257 | 2025-02-14 21:59:23.919747
[Eval] Iter: 7500 | Acc: 0.5872 | 2025-02-14 22:00:04.694461
[Eval] Iter: 8000 | Acc: 0.5339 | 2025-02-14 22:00:45.484290
[Eval] Iter: 8500 | Acc: 0.8971 | 2025-02-14 22:01:26.264401
[Eval] Iter: 9000 | Acc: 0.7772 | 2025-02-14 22:02:07.042356
[Eval] Iter: 9500 | Acc: 0.8102 | 2025-02-14 22:02:47.831407
[Eval] Iter: 10000 | Acc: 0.7142 | 2025-02-14 22:03:28.613293
[Eval] Iter: 10500 | Acc: 0.8971 | 2025-02-14 22:04:09.391684
[Eval] Iter: 11000 | Acc: 0.9334 | 2025-02-14 22:04:50.170607
[Eval] Iter: 11500 | Acc: 0.7624 | 2025-02-14 22:05:30.949661
[Eval] Iter: 12000 | Acc: 0.8989 | 2025-02-14 22:06:11.737573
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.653903 =====

=====Mean Valid IoU Is: 0.653903 =====
=====Best Valid IoU Is: 0.661278 =====
=====[Train] Iter: 16499 | Loss: 0.3408 | Accuracy: 0.857585 =====
=====[Train] Iter: 16999 | Loss: 0.2776 | Accuracy: 0.902669 =====
=====[Train] Iter: 17499 | Loss: 0.3587 | Accuracy: 0.803223 =====
=====[Train] Iter: 17999 | Loss: 0.3539 | Accuracy: 0.852051 =====
[Eval] Iter: 500 | Acc: 0.9027 | 2025-02-14 22:15:05.169231
[Eval] Iter: 1000 | Acc: 0.8096 | 2025-02-14 22:16:09.290964
[Eval] Iter: 1500 | Acc: 0.8713 | 2025-02-14 22:17:10.203346
[Eval] Iter: 2000 | Acc: 0.7754 | 2025-02-14 22:18:11.113387
[Eval] Iter: 2500 | Acc: 0.7765 | 2025-02-14 22:19:11.997619
[Eval] Iter: 3000 | Acc: 0.9163 | 2025-02-14 22:20:12.909461
[Eval] Iter: 3500 | Acc: 0.6795 | 2025-02-14 22:21:13.810484
[Eval] Iter: 4000 | Acc: 0.7689 | 2025-02-14 22:22:14.699130
[Eval] Iter: 4500 | Acc: 0.8654 | 2025-02-14 22:23:15.581155
[Eval] Iter: 5000 | Acc: 0.9124 | 2025-02-14 22:24:16.485258
[Eval] Iter: 5500 | Acc: 0.8049 | 2025-02-14 22:25:17.360935
[Eval] Iter: 6000 | Acc: 0.8455 | 2025-02-14 22:26:18.239564
[Eval] Iter: 6500 | Acc: 0.8215 | 2025-02-14 22:27:19.143490
[Eval] Iter: 7000 | Acc: 0.7795 | 2025-02-14 22:28:20.028245
[Eval] Iter: 7500 | Acc: 0.6707 | 2025-02-14 22:29:20.903716
[Eval] Iter: 8000 | Acc: 0.5405 | 2025-02-14 22:30:21.800215
[Eval] Iter: 8500 | Acc: 0.7376 | 2025-02-14 22:31:22.672113
[Eval] Iter: 9000 | Acc: 0.7482 | 2025-02-14 22:32:23.548280
[Eval] Iter: 9500 | Acc: 0.7489 | 2025-02-14 22:33:24.446124
[Eval] Iter: 10000 | Acc: 0.6903 | 2025-02-14 22:34:25.340919
[Eval] Iter: 10500 | Acc: 0.8883 | 2025-02-14 22:35:17.225020
[Eval] Iter: 11000 | Acc: 0.8558 | 2025-02-14 22:36:12.451732
[Eval] Iter: 11500 | Acc: 0.7891 | 2025-02-14 22:37:21.939068
[Eval] Iter: 12000 | Acc: 0.8870 | 2025-02-14 22:38:31.461557
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.648257 =====

=====Mean Valid IoU Is: 0.648257 =====
=====Best Valid IoU Is: 0.661278 =====
=====[Train] Iter: 18499 | Loss: 0.4603 | Accuracy: 0.771810 =====
=====[Train] Iter: 18999 | Loss: 0.2217 | Accuracy: 0.920247 =====
=====[Train] Iter: 19499 | Loss: 0.3901 | Accuracy: 0.810872 =====
=====[Train] Iter: 19999 | Loss: 0.3260 | Accuracy: 0.860677 =====
[Eval] Iter: 500 | Acc: 0.8840 | 2025-02-14 22:48:14.326576
[Eval] Iter: 1000 | Acc: 0.8354 | 2025-02-14 22:49:15.195127
[Eval] Iter: 1500 | Acc: 0.8784 | 2025-02-14 22:50:16.059211
[Eval] Iter: 2000 | Acc: 0.8306 | 2025-02-14 22:51:16.930570
[Eval] Iter: 2500 | Acc: 0.7196 | 2025-02-14 22:52:17.796873
[Eval] Iter: 3000 | Acc: 0.8988 | 2025-02-14 22:53:18.647331
[Eval] Iter: 3500 | Acc: 0.6099 | 2025-02-14 22:54:19.507134
[Eval] Iter: 4000 | Acc: 0.8742 | 2025-02-14 22:55:20.385971
[Eval] Iter: 4500 | Acc: 0.7168 | 2025-02-14 22:56:21.246171
[Eval] Iter: 5000 | Acc: 0.8994 | 2025-02-14 22:57:22.131050
[Eval] Iter: 5500 | Acc: 0.6735 | 2025-02-14 22:58:23.005302
[Eval] Iter: 6000 | Acc: 0.8556 | 2025-02-14 22:59:21.919784
[Eval] Iter: 6500 | Acc: 0.7106 | 2025-02-14 23:00:08.742622
[Eval] Iter: 7000 | Acc: 0.6273 | 2025-02-14 23:01:18.243281
[Eval] Iter: 7500 | Acc: 0.5632 | 2025-02-14 23:02:27.744183
[Eval] Iter: 8000 | Acc: 0.5436 | 2025-02-14 23:03:37.156304
[Eval] Iter: 8500 | Acc: 0.7463 | 2025-02-14 23:04:44.889951
[Eval] Iter: 9000 | Acc: 0.7095 | 2025-02-14 23:05:45.763355
[Eval] Iter: 9500 | Acc: 0.5545 | 2025-02-14 23:06:46.639125
[Eval] Iter: 10000 | Acc: 0.7118 | 2025-02-14 23:07:47.506449
[Eval] Iter: 10500 | Acc: 0.8968 | 2025-02-14 23:08:48.412885
[Eval] Iter: 11000 | Acc: 0.9067 | 2025-02-14 23:09:49.303909
[Eval] Iter: 11500 | Acc: 0.8535 | 2025-02-14 23:10:50.179231
[Eval] Iter: 12000 | Acc: 0.8576 | 2025-02-14 23:11:51.063406
*****Test Classes: [10, 6, 7, 19, 3, 13, 12, 5, 14, 2]*****

=====[Valid]  Mean IoU: 0.632716 =====

=====Mean Valid IoU Is: 0.632716 =====
=====Best Valid IoU Is: 0.661278 =====
=====[Train] Iter: 20499 | Loss: 0.2772 | Accuracy: 0.916178 =====
=====[Train] Iter: 20999 | Loss: 0.2251 | Accuracy: 0.910319 =====
=====[Train] Iter: 21499 | Loss: 0.1092 | Accuracy: 0.971517 =====
=====[Train] Iter: 21999 | Loss: 0.2339 | Accuracy: 0.922689 =====
[Eval] Iter: 500 | Acc: 0.9243 | 2025-02-14 23:21:32.533408
[Eval] Iter: 1000 | Acc: 0.8273 | 2025-02-14 23:22:33.418800
[Eval] Iter: 1500 | Acc: 0.9224 | 2025-02-14 23:23:17.650476
[Eval] Iter: 2000 | Acc: 0.7829 | 2025-02-14 23:24:25.454480
[Eval] Iter: 2500 | Acc: 0.7635 | 2025-02-14 23:25:34.973478
[Eval] Iter: 3000 | Acc: 0.9484 | 2025-02-14 23:26:44.436413
[Eval] Iter: 3500 | Acc: 0.6444 | 2025-02-14 23:27:53.902079
[Eval] Iter: 4000 | Acc: 0.8748 | 2025-02-14 23:28:55.302420
[Eval] Iter: 4500 | Acc: 0.8405 | 2025-02-14 23:29:56.169831
[Eval] Iter: 5000 | Acc: 0.9268 | 2025-02-14 23:30:57.053335
[Eval] Iter: 5500 | Acc: 0.7505 | 2025-02-14 23:31:57.943160
[Eval] Iter: 6000 | Acc: 0.8431 | 2025-02-14 23:32:58.834219
[Eval] Iter: 6500 | Acc: 0.7228 | 2025-02-14 23:33:59.712340
[Eval] Iter: 7000 | Acc: 0.7513 | 2025-02-14 23:35:00.595756
[Eval] Iter: 7500 | Acc: 0.6515 | 2025-02-14 23:36:01.458615
[Eval] Iter: 8000 | Acc: 0.5220 | 2025-02-14 23:37:02.334236
[Eval] Iter: 8500 | Acc: 0.7354 | 2025-02-14 23:38:03.202834
[Eval] Iter: 9000 | Acc: 0.7575 | 2025-02-14 23:39:04.087318
[Eval] Iter: 9500 | Acc: 0.7754 | 2025-02-14 23:40:04.950623
[Eval] Iter: 10000 | Acc: 0.7176 | 2025-02-14 23:41:05.838522
[Eval] Iter: 10500 | Acc: 0.8630 | 2025-02-14 23:42:06.732722
