=====[Train] Iter: 499 | Loss: 0.5736 | Accuracy: 0.736654 =====
[Eval] Iter: 9000 | Acc: 0.8359 | 2025-02-15 13:28:04.856563
[Eval] Iter: 9500 | Acc: 0.9465 | 2025-02-15 13:28:44.235302
[Eval] Iter: 10000 | Acc: 0.9629 | 2025-02-15 13:29:23.616274
[Eval] Iter: 10500 | Acc: 0.7269 | 2025-02-15 13:30:02.997579
[Eval] Iter: 11000 | Acc: 0.9110 | 2025-02-15 13:30:42.384562
[Eval] Iter: 11500 | Acc: 0.8293 | 2025-02-15 13:31:21.776333
[Eval] Iter: 12000 | Acc: 0.8734 | 2025-02-15 13:32:01.175369
*****Test Classes: [20, 18, 17, 16, 9, 8, 4, 11, 1, 15]*****

=====[Valid]  Mean IoU: 0.692625 =====

*******************Model Saved*******************
=====Mean Valid IoU Is: 0.692625 =====
=====Best Valid IoU Is: 0.692625 =====
=====[Train] Iter: 22499 | Loss: 0.6690 | Accuracy: 0.713867 =====
=====[Train] Iter: 22999 | Loss: 0.1139 | Accuracy: 0.966471 =====
=====[Train] Iter: 23499 | Loss: 1.2034 | Accuracy: 0.618490 =====
=====[Train] Iter: 23999 | Loss: 0.1889 | Accuracy: 0.926758 =====
[Eval] Iter: 500 | Acc: 0.8439 | 2025-02-15 13:39:18.644440
[Eval] Iter: 1000 | Acc: 0.8320 | 2025-02-15 13:39:58.020181
[Eval] Iter: 1500 | Acc: 0.9665 | 2025-02-15 13:40:37.392268
[Eval] Iter: 2000 | Acc: 0.8921 | 2025-02-15 13:41:16.725584
[Eval] Iter: 2500 | Acc: 0.7801 | 2025-02-15 13:41:56.082740
[Eval] Iter: 3000 | Acc: 0.8696 | 2025-02-15 13:42:35.447738
[Eval] Iter: 3500 | Acc: 0.6825 | 2025-02-15 13:43:14.821743
[Eval] Iter: 4000 | Acc: 0.9478 | 2025-02-15 13:43:54.201965
[Eval] Iter: 4500 | Acc: 0.7028 | 2025-02-15 13:44:33.578314
[Eval] Iter: 5000 | Acc: 0.8960 | 2025-02-15 13:45:12.960462
[Eval] Iter: 5500 | Acc: 0.8986 | 2025-02-15 13:45:52.347837
[Eval] Iter: 6000 | Acc: 0.8778 | 2025-02-15 13:46:31.738129
[Eval] Iter: 6500 | Acc: 0.7865 | 2025-02-15 13:47:11.130073
[Eval] Iter: 7000 | Acc: 0.8315 | 2025-02-15 13:47:50.519431
[Eval] Iter: 7500 | Acc: 0.9167 | 2025-02-15 13:48:29.910517
[Eval] Iter: 8000 | Acc: 0.9362 | 2025-02-15 13:49:09.285593
[Eval] Iter: 8500 | Acc: 0.7550 | 2025-02-15 13:49:48.654651
[Eval] Iter: 9000 | Acc: 0.8426 | 2025-02-15 13:50:28.021162
[Eval] Iter: 9500 | Acc: 0.9523 | 2025-02-15 13:51:07.437451
[Eval] Iter: 10000 | Acc: 0.9613 | 2025-02-15 13:51:46.842202
[Eval] Iter: 10500 | Acc: 0.5938 | 2025-02-15 13:52:26.237342
[Eval] Iter: 11000 | Acc: 0.9308 | 2025-02-15 13:53:05.620991
[Eval] Iter: 11500 | Acc: 0.8586 | 2025-02-15 13:53:44.978132
[Eval] Iter: 12000 | Acc: 0.8773 | 2025-02-15 13:54:24.335397
*****Test Classes: [20, 18, 17, 16, 9, 8, 4, 11, 1, 15]*****

=====[Valid]  Mean IoU: 0.701865 =====

*******************Model Saved*******************
=====Mean Valid IoU Is: 0.701865 =====
=====Best Valid IoU Is: 0.701865 =====
[Eval] Iter: 500 | Acc: 0.9616 | 2025-02-15 13:55:49.781358
[Eval] Iter: 1000 | Acc: 0.9538 | 2025-02-15 13:56:40.106899
[Eval] Iter: 1500 | Acc: 0.7850 | 2025-02-15 13:57:30.009854
[Eval] Iter: 2000 | Acc: 0.9189 | 2025-02-15 13:58:19.940151
[Eval] Iter: 2500 | Acc: 0.6994 | 2025-02-15 13:59:09.941849
[Eval] Iter: 3000 | Acc: 0.7778 | 2025-02-15 13:59:59.895573
[Eval] Iter: 3500 | Acc: 0.8656 | 2025-02-15 14:00:50.014079
[Eval] Iter: 4000 | Acc: 0.7689 | 2025-02-15 14:01:39.933302
[Eval] Iter: 4500 | Acc: 0.6379 | 2025-02-15 14:02:29.922779
[Eval] Iter: 5000 | Acc: 0.9245 | 2025-02-15 14:03:19.856556
[Eval] Iter: 5500 | Acc: 0.5516 | 2025-02-15 14:04:09.911244
[Eval] Iter: 6000 | Acc: 0.8000 | 2025-02-15 14:04:59.963891
[Eval] Iter: 6500 | Acc: 0.9227 | 2025-02-15 14:05:49.932723
[Eval] Iter: 7000 | Acc: 0.8748 | 2025-02-15 14:06:39.827291
[Eval] Iter: 7500 | Acc: 0.8084 | 2025-02-15 14:07:29.953107
[Eval] Iter: 8000 | Acc: 0.9214 | 2025-02-15 14:08:20.171149
[Eval] Iter: 8500 | Acc: 0.7764 | 2025-02-15 14:09:10.487451
[Eval] Iter: 9000 | Acc: 0.8008 | 2025-02-15 14:10:01.277005
[Eval] Iter: 9500 | Acc: 0.8200 | 2025-02-15 14:10:51.648893
[Eval] Iter: 10000 | Acc: 0.9673 | 2025-02-15 14:11:41.888153
[Eval] Iter: 10500 | Acc: 0.7298 | 2025-02-15 14:12:32.273794
[Eval] Iter: 11000 | Acc: 0.8613 | 2025-02-15 14:13:22.311430
[Eval] Iter: 11500 | Acc: 0.7884 | 2025-02-15 14:14:12.428021
[Eval] Iter: 12000 | Acc: 0.8387 | 2025-02-15 14:15:02.697832
*****Test Classes: [20, 18, 17, 16, 9, 8, 4, 11, 1, 15]*****

=====[TEST]  Mean IoU: 0.701381 =====

